entry_t,entry_px,side,expiry,notional,size_mult,pred_pct,n_strikes,peak_ret,gate_at_entry,exit_t,exit_px,ret,pnl_pct,pnl_usd,exit_reason,equity_after,tp_taken
2026-03-28 13:00:00+00:00,66444.59853181387,1,2026-03-31 12:00:00+00:00,16564.032375222854,1.3196590250774554,0.006598295125387277,20,0.00834378126734687,0.006,2026-03-28 18:00:00+00:00,66809.95610463624,0.005498679815898528,0.004498679815898528,74.5162781163048,trail,12626.267950674794,
2026-03-30 02:00:00+00:00,66691.35720609035,1,2026-03-31 12:00:00+00:00,8550.635583643349,1.3544201052990281,0.0067721005264951405,24,0.014286579485034603,0.006,2026-03-30 05:00:00+00:00,67630.61975206365,0.01408372216913769,0.013083722169137689,111.87414034593206,partial_tp,12738.142091020725,True
2026-03-30 02:00:00+00:00,66691.35720609035,1,2026-03-31 12:00:00+00:00,8550.635583643349,1.3544201052990281,0.0067721005264951405,24,0.014286579485034603,0.006,2026-03-30 07:00:00+00:00,67240.2857357434,0.008230879571947208,0.007230879571947208,61.82861616893158,trail,12799.970707189657,True
2026-03-30 17:00:00+00:00,67357.71232750705,-1,2026-03-31 12:00:00+00:00,10044.586739752349,1.5694702698202851,-0.007847351349101426,26,0.011096122740822821,0.006,2026-03-30 19:00:00+00:00,66623.6249445568,0.010898341965370924,0.009898341965370924,99.42475445089899,partial_tp,12899.395461640557,True
2026-03-30 17:00:00+00:00,67357.71232750705,-1,2026-03-31 12:00:00+00:00,10044.586739752349,1.5694702698202851,-0.007847351349101426,26,0.012687459936463046,0.006,2026-03-30 22:00:00+00:00,66843.26571673735,0.0076375309224925615,0.0066375309224925615,66.67125508876497,trail,12966.066716729321,True
2026-03-31 00:00:00+00:00,66702.87562069263,1,2026-03-31 12:00:00+00:00,10177.71197788667,1.569899677402553,0.007849498387012765,28,0.01805902758056913,0.006,2026-03-31 02:00:00+00:00,67893.88319829175,0.017855415775053004,0.016855415775053003,171.5495670260169,partial_tp,13137.616283755338,True
2026-03-31 00:00:00+00:00,66702.87562069263,1,2026-03-31 12:00:00+00:00,10177.71197788667,1.569899677402553,0.007849498387012765,28,0.01805902758056913,0.006,2026-03-31 04:00:00+00:00,67726.59734165586,0.015347490066015112,0.014347490066015111,146.024621497492,trail,13283.64090525283,True
2026-03-31 14:00:00+00:00,67444.66755008361,-1,2026-04-03 12:00:00+00:00,16606.033094590734,2.5002231260292667,-0.012501115630146335,23,0.011405653645670125,0.006,2026-03-31 15:00:00+00:00,66688.75211516634,0.011207934776399352,0.010207934776399353,169.5133027243113,partial_tp,13453.154207977143,True
2026-03-31 14:00:00+00:00,67444.66755008361,-1,2026-04-03 12:00:00+00:00,16606.033094590734,2.5002231260292667,-0.012501115630146335,23,0.011405653645670125,0.006,2026-03-31 17:00:00+00:00,67680.38479150424,-0.0034949722488525578,-0.004494972248852558,-74.64365792371251,trail,13378.51055005343,True
2026-03-31 20:00:00+00:00,67877.70251626807,1,2026-04-03 12:00:00+00:00,16810.7184655981,1.2565463399459638,0.006282731699729819,25,0.006192408836188826,0.006,2026-04-01 02:00:00+00:00,67789.13903547492,-0.0013047507135634628,-0.002304750713563463,-38.744515379101706,trail,13339.766034674329,
2026-04-01 06:00:00+00:00,68473.91833641822,1,2026-04-03 12:00:00+00:00,12931.999391150886,1.9388644984531924,0.009694322492265962,27,0.010133695870924475,0.006,2026-04-01 07:00:00+00:00,69153.97863749001,0.00993166913175021,0.008931669131750211,115.5043397737549,partial_tp,13455.270374448084,True
2026-04-01 06:00:00+00:00,68473.91833641822,1,2026-04-03 12:00:00+00:00,12931.999391150886,1.9388644984531924,0.009694322492265962,27,0.010133695870924475,0.006,2026-04-01 08:00:00+00:00,68675.58156436436,0.0029451100922156226,0.0019451100922156226,25.154162528253877,trail,13480.424536976338,True
2026-04-01 17:00:00+00:00,68803.44883069537,-1,2026-04-03 12:00:00+00:00,10503.936128590978,1.5583984168716714,-0.007791992084358356,27,0.010402134790750117,0.006,2026-04-01 19:00:00+00:00,68101.36363110637,0.010204215217708314,0.009204215217708315,96.68048876061324,partial_tp,13577.105025736952,True
2026-04-01 17:00:00+00:00,68803.44883069537,-1,2026-04-03 12:00:00+00:00,10503.936128590978,1.5583984168716714,-0.007791992084358356,27,0.010402134790750117,0.006,2026-04-01 22:00:00+00:00,68316.78505304562,0.007073246849111958,0.006073246849111958,63.792996996238415,trail,13640.89802273319,True
2026-04-02 00:00:00+00:00,68072.62849250784,1,2026-04-03 12:00:00+00:00,22199.673773572504,1.6274349193561681,0.00813717459678084,28,0.004404441813719121,0.006,2026-04-02 03:00:00+00:00,66833.6605310326,-0.018200677554438802,-0.019200677554438803,-426.24877794009734,stop_loss,13214.649244793092,
2026-04-02 14:00:00+00:00,66204.98722016408,1,2026-04-03 12:00:00+00:00,13614.643255366098,2.060537968607924,0.010302689843039621,32,0.011621193556572207,0.006,2026-04-02 17:00:00+00:00,66960.97331742178,0.011418869317860842,0.010418869317860843,141.8491888869549,partial_tp,13356.498433680048,True
2026-04-02 14:00:00+00:00,66204.98722016408,1,2026-04-03 12:00:00+00:00,13614.643255366098,2.060537968607924,0.010302689843039621,32,0.011621193556572207,0.006,2026-04-02 18:00:00+00:00,66683.97208647024,0.007234875897087584,0.006234875897087584,84.88561108032812,trail,13441.384044760376,True
2026-04-07 17:00:00+00:00,68213.3789562917,1,2026-04-10 12:00:00+00:00,20890.817393156645,1.5542162416897949,0.007771081208448974,12,0.007467840392201023,0.006,2026-04-07 19:00:00+00:00,68367.99975069282,0.0022667224050021088,0.0012667224050021087,26.462866450719268,trail,13467.846911211096,
2026-04-07 19:00:00+00:00,68395.35242112719,1,2026-04-10 12:00:00+00:00,12911.369958253024,1.9173621505164509,0.009586810752582255,12,0.010164555859325582,0.006,2026-04-07 20:00:00+00:00,69076.74268916973,0.009962522948153682,0.008962522948153681,115.71844954294477,partial_tp,13583.56536075404,True
2026-04-07 19:00:00+00:00,68395.35242112719,1,2026-04-10 12:00:00+00:00,12911.369958253024,1.9173621505164509,0.009586810752582255,12,0.05141456532310471,0.006,2026-04-08 01:00:00+00:00,71680.77023131936,0.048035688009369956,0.047035688009369955,607.2951691299412,trail,14190.860529883981,True
2026-04-08 14:00:00+00:00,71622.49663247055,-1,2026-04-10 12:00:00+00:00,14008.512463787385,1.9743006330429933,-0.009871503165214967,32,0.01076047816575484,0.006,2026-04-08 15:00:00+00:00,70865.97468214425,0.010562630261387984,0.009562630261387983,133.95822520324398,partial_tp,14324.818755087224,True
2026-04-08 14:00:00+00:00,71622.49663247055,-1,2026-04-10 12:00:00+00:00,14008.512463787385,1.9743006330429933,-0.009871503165214967,32,0.01076047816575484,0.006,2026-04-08 16:00:00+00:00,71319.05579778776,0.004236669328072782,0.003236669328072782,45.34092262346591,trail,14370.15967771069,True
2026-04-09 15:00:00+00:00,71137.81516132865,1,2026-04-10 12:00:00+00:00,20820.859284791426,2.897790943420943,0.014488954717104714,31,0.01663214753992809,0.006,2026-04-09 16:00:00+00:00,72306.52560080025,0.01642882111042012,0.01542882111042012,321.2413132702767,partial_tp,14691.400990980967,True
2026-04-09 15:00:00+00:00,71137.81516132865,1,2026-04-10 12:00:00+00:00,20820.859284791426,2.897790943420943,0.014488954717104714,31,0.01663214753992809,0.006,2026-04-09 19:00:00+00:00,71811.19381214521,0.009465832613631089,0.00846583261363109,176.26590957701094,trail,14867.666900557977,True
2026-04-14 13:00:00+00:00,74464.89400598104,1,2026-04-17 12:00:00+00:00,22078.356640930266,2.9699826864027568,0.014849913432013783,23,0.012896114978446501,0.006,2026-04-14 14:00:00+00:00,75410.11680057182,0.012693535755450874,0.011693535755450873,258.1740528023143,partial_tp,15125.840953360292,True
2026-04-14 13:00:00+00:00,74464.89400598104,1,2026-04-17 12:00:00+00:00,22078.356640930266,2.9699826864027568,0.014849913432013783,23,0.012896114978446501,0.006,2026-04-14 15:00:00+00:00,74882.80306780513,0.005612162179274994,0.004612162179274994,101.82896147984346,trail,15227.669914840135,True
2026-04-14 15:00:00+00:00,74912.76218085486,1,2026-04-17 12:00:00+00:00,18484.829883532402,1.2138974634272837,0.006069487317136419,27,0.005342886610279502,0.006,2026-04-14 17:00:00+00:00,74586.74276168115,-0.004351987694521688,-0.005351987694521688,-98.93058207199219,trail,15128.739332768142,
2026-04-14 18:00:00+00:00,74722.10831842409,-1,2026-04-17 12:00:00+00:00,24938.109856383584,1.6483931217169434,-0.008241965608584718,27,0.009613475156682266,0.006,2026-04-15 00:00:00+00:00,74219.61303714656,0.0067248541641273625,0.0057248541641273624,142.76704205678317,trail,15271.506374824925,
2026-04-15 19:00:00+00:00,74368.2393081769,1,2026-04-17 12:00:00+00:00,26638.92204448537,1.7443545771227669,0.008721772885613835,28,0.006747157749611241,0.006,2026-04-16 02:00:00+00:00,74618.857873074,0.003369967707028188,0.002369967707028188,63.133384995471644,trail,15334.639759820397,
2026-04-16 15:00:00+00:00,73991.20415642494,1,2026-04-17 12:00:00+00:00,30240.029448970818,1.9720078151562002,0.009860039075781,29,0.009878722275282593,0.006,2026-04-16 17:00:00+00:00,74124.52529881611,0.001801851232334539,0.0008018512323345389,24.248004879489997,trail,15358.887764699886,
2026-04-16 18:00:00+00:00,74417.34535682276,1,2026-04-17 12:00:00+00:00,13150.425371046918,1.7124189684192122,0.00856209484209606,30,0.013491514832236505,0.006,2026-04-16 20:00:00+00:00,75406.2638058649,0.013288816529270085,0.012288816529270084,161.60316466665404,partial_tp,15520.49092936654,True
2026-04-16 18:00:00+00:00,74417.34535682276,1,2026-04-17 12:00:00+00:00,13150.425371046918,1.7124189684192122,0.00856209484209606,30,0.013491514832236505,0.006,2026-04-16 22:00:00+00:00,74955.37929797548,0.007229953427832073,0.006229953427832073,81.9265376178036,trail,15602.417466984343,True
2026-04-21 19:00:00+00:00,75592.50663545779,-1,2026-04-24 12:00:00+00:00,22788.629497395832,1.4605832426685126,-0.007302916213342563,13,0.0073354805577737795,0.006,2026-04-21 21:00:00+00:00,75729.95708344411,-0.001818307846955974,-0.002818307846955974,-64.22537333388304,trail,15538.19209365046,
2026-04-21 23:00:00+00:00,75625.92568395464,1,2026-04-24 12:00:00+00:00,15380.72067757641,1.9797310504175838,0.00989865525208792,13,0.024661764457596047,0.006,2026-04-22 03:00:00+00:00,77475.49625116999,0.02445683210470454,0.02345683210470454,360.7829825832673,partial_tp,15898.975076233726,True
2026-04-21 23:00:00+00:00,75625.92568395464,1,2026-04-24 12:00:00+00:00,15380.72067757641,1.9797310504175838,0.00989865525208792,13,0.04827514011296185,0.006,2026-04-22 17:00:00+00:00,78732.87763167858,0.041083159242348705,0.040083159242348704,616.5078761813807,trail,16515.482952415106,True
2026-04-23 14:00:00+00:00,77427.11376090691,1,2026-04-24 12:00:00+00:00,16572.689336331452,2.006927606547283,0.010034638032736416,33,0.011735414893533821,0.006,2026-04-23 16:00:00+00:00,78320.08591428702,0.011533067810555131,0.01053306781055513,174.5612605828431,partial_tp,16690.04421299795,True
2026-04-23 14:00:00+00:00,77427.11376090691,1,2026-04-24 12:00:00+00:00,16572.689336331452,2.006927606547283,0.010034638032736416,33,0.011735414893533821,0.006,2026-04-23 17:00:00+00:00,78095.80059954317,0.008636339470190652,0.007636339470190652,126.55468170623558,trail,16816.598894704184,True
2026-04-29 03:00:00+00:00,76512.64353201263,1,2026-05-01 12:00:00+00:00,22994.126564431677,1.367347030657483,0.006836735153287416,26,0.009638486283496594,0.006,2026-04-29 07:00:00+00:00,76959.85987222535,0.00584499919971534,0.00484499919971534,111.4065248028247,trail,16928.005419507008,
2026-04-29 09:00:00+00:00,77006.44502342281,1,2026-05-01 12:00:00+00:00,29630.167797209517,1.7503637943703134,0.008751818971851568,28,0.007965124310317465,0.006,2026-04-29 13:00:00+00:00,77112.26599442345,0.0013741833033383995,0.0003741833033383995,11.087114064830924,trail,16939.09253357184,
2026-04-29 15:00:00+00:00,76582.54781160298,-1,2026-04-30 12:00:00+00:00,30355.60694741885,1.7920444608975732,-0.008960222304487866,27,0.009766789960984484,0.006,2026-04-29 18:00:00+00:00,76081.27323912541,0.006545545777749983,0.005545545777749983,168.33840793829665,trail,17107.430941510134,
2026-04-29 18:00:00+00:00,76050.84681511458,-1,2026-04-30 12:00:00+00:00,24772.13827403281,1.4480338023124637,-0.007240169011562318,29,0.0073256642532724394,0.006,2026-04-29 22:00:00+00:00,75850.65771832403,0.002632305952847892,0.0016323059528478919,40.43570876947486,trail,17147.866650279608,
2026-04-30 00:00:00+00:00,75812.97844269579,1,2026-05-01 12:00:00+00:00,21834.026490349544,1.2732794659324882,0.006366397329662441,30,0.005366768344047329,0.006,2026-04-30 03:00:00+00:00,75667.47250345495,-0.00191927480267546,-0.0029192748026754603,-63.73952337422594,trail,17084.127126905383,
2026-05-01 03:00:00+00:00,76550.01125325247,1,2026-05-01 12:00:00+00:00,13375.7318525595,1.5658665793342617,0.007829332896671308,32,0.01046782868178206,0.006,2026-05-01 09:00:00+00:00,77335.85339190868,0.010265735116045753,0.009265735116045754,123.93598832907229,partial_tp,17208.063115234454,True
2026-05-01 03:00:00+00:00,76550.01125325247,1,2026-05-01 12:00:00+00:00,13375.7318525595,1.5658665793342617,0.007829332896671308,32,0.011336786065993717,0.006,2026-05-01 12:00:00+00:00,77402.35878570916,0.011134518708780496,0.010134518708780495,135.55660470339544,expiry,17343.61971993785,True
2026-05-06 01:00:00+00:00,80984.68181435335,1,2026-05-08 12:00:00+00:00,21284.790804521013,1.2272404001139667,0.0061362020005698336,26,0.006776920209611598,0.006,2026-05-06 05:00:00+00:00,81275.8102553462,0.0035948581197148104,0.0025948581197148103,55.23101224554248,trail,17398.850732183393,
2026-05-06 08:00:00+00:00,81337.14690838636,1,2026-05-08 12:00:00+00:00,13916.185429910813,1.5996672014858375,0.007998336007429187,25,0.011357630694301938,0.006,2026-05-06 11:00:00+00:00,82244.49199586306,0.011155359168163145,0.010155359168163146,141.32386129150316,partial_tp,17540.174593474898,True
2026-05-06 08:00:00+00:00,81337.14690838636,1,2026-05-08 12:00:00+00:00,13916.185429910813,1.5996672014858375,0.007998336007429187,25,0.014291000773150849,0.006,2026-05-06 13:00:00+00:00,82076.95675148469,0.009095596184749428,0.008095596184749428,112.65981767265154,trail,17652.83441114755,True
2026-05-13 13:00:00+00:00,80182.31835155538,-1,2026-05-15 12:00:00+00:00,23036.48709559377,1.3049738392745875,-0.006524869196372938,28,0.008463196051280259,0.006,2026-05-13 15:00:00+00:00,79791.82548281175,0.004870062088146873,0.003870062088146873,89.15263535274212,trail,17741.98704650029,
2026-05-13 15:00:00+00:00,79759.91513468826,-1,2026-05-15 12:00:00+00:00,41132.039750081865,2.3183445936623768,-0.011591722968311884,30,0.00963894457823845,0.006,2026-05-13 17:00:00+00:00,79216.25186275608,0.00681624687055033,0.00581624687055033,239.23409747576545,trail,17981.221143976054,
2026-05-14 14:00:00+00:00,79751.59935118414,1,2026-05-15 12:00:00+00:00,26971.83171596408,3.0,0.01553128661895974,31,0.016557987886499384,0.006,2026-05-14 15:00:00+00:00,81055.91094209657,0.016354676288922166,0.015354676288922165,414.1437449179125,partial_tp,18395.364888893968,True
2026-05-14 14:00:00+00:00,79751.59935118414,1,2026-05-15 12:00:00+00:00,26971.83171596408,3.0,0.01553128661895974,31,0.025704871564377344,0.006,2026-05-14 18:00:00+00:00,81500.4732092271,0.02192901298871565,0.020929012988715648,564.4938163128649,trail,18959.858705206832,True
2026-05-21 00:00:00+00:00,77499.660667747,1,2026-05-22 12:00:00+00:00,24196.768884748173,1.2762104011937156,0.006381052005968578,29,0.007277471845211817,0.006,2026-05-21 06:00:00+00:00,77757.47917084448,0.0033267049284614707,0.0023267049284614707,56.298741416986736,trail,19016.15744662382,
2026-05-21 17:00:00+00:00,77262.76414366615,1,2026-05-22 12:00:00+00:00,31046.313157873064,1.6326281082293579,0.00816314054114679,32,0.007710789787899313,0.006,2026-05-21 19:00:00+00:00,77354.31608590123,0.001184942620805554,0.0001849426208055539,5.741786521766996,trail,19021.89923314559,
2026-05-26 17:00:00+00:00,76514.05718609826,-1,2026-05-29 12:00:00+00:00,28251.265440171475,1.4851968824934028,-0.007425984412467014,17,0.008832901320138776,0.006,2026-05-26 20:00:00+00:00,76045.30416815971,0.006126364686144463,0.005126364686144463,144.82628949138856,trail,19166.725522636978,
2026-05-27 13:00:00+00:00,75683.32922106703,-1,2026-05-29 12:00:00+00:00,30331.44672610984,1.5825054044983689,-0.007912527022491844,23,0.009010452426387405,0.006,2026-05-27 16:00:00+00:00,75353.94633146115,0.004352119456106031,0.003352119456106031,101.67463270243637,trail,19268.400155339416,
2026-05-28 03:00:00+00:00,74230.78037118058,-1,2026-05-29 12:00:00+00:00,25216.28116376434,2.617371547245631,-0.013086857736228155,30,0.013912502961258432,0.006,2026-05-28 04:00:00+00:00,73212.6840283339,0.013715285461850609,0.01271528546185061,320.6322132835501,partial_tp,19589.032368622964,True
2026-05-28 03:00:00+00:00,74230.78037118058,-1,2026-05-29 12:00:00+00:00,25216.28116376434,2.617371547245631,-0.013086857736228155,30,0.01739804955885899,0.006,2026-05-28 07:00:00+00:00,73222.88039755996,0.013577925068021041,0.01257792506802104,317.16849497197825,trail,19906.200863594942,True
2026-05-28 16:00:00+00:00,72883.99736581622,1,2026-05-31 12:00:00+00:00,16425.9712400619,1.6503371339030553,0.008251685669515276,18,0.01359516825882164,0.006,2026-05-28 22:00:00+00:00,73860.09259986533,0.013392449225169837,0.012392449225169837,203.55801456656712,partial_tp,20109.75887816151,True
2026-05-28 16:00:00+00:00,72883.99736581622,1,2026-05-31 12:00:00+00:00,16425.9712400619,1.6503371339030553,0.008251685669515276,18,0.01359516825882164,0.006,2026-05-28 23:00:00+00:00,73474.03263326414,0.008095539333366174,0.007095539333366174,116.55112502260074,trail,20226.31000318411,True
2026-05-29 18:00:00+00:00,73926.4357876635,-1,2026-05-31 12:00:00+00:00,30073.97742462189,1.4868741465886521,-0.007434370732943261,22,0.008602786739647412,0.006,2026-05-29 20:00:00+00:00,73554.30289665553,0.005033827034172739,0.004033827034172739,121.31322316054042,trail,20347.62322634465,
