0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129
10000.0,9967.365875671707,9983.635666324777,10106.322733323319,10125.980643667093,10145.676790810672,10184.941189917381,10151.70352621057,10389.830331401627,10429.130534216089,10589.89266536877,11087.99555282977,11225.402974727122,11279.790043156156,11342.342635203884,11461.812299311036,11428.352119472662,11530.778987603017,11663.001559708537,11757.42051063804,11865.63833942305,11880.668809357248,12080.922421824667,12029.917887925852,12091.587634163732,12056.288967058978,12065.956317224593,12011.720178422802,12042.888888059524,12158.050581775013,12269.955895957453,12382.891210735635,12622.517495931274,12581.325015401446,12622.04660418531,12886.213581508478,13032.813017391896,13083.250812952412,13216.115924045107,13346.597234392095,13378.228238836315,13466.758216693885,13541.438740862448,14084.222386282947,14177.70684789116,14338.99889949923,14516.69421530104,14650.308993108332,14956.925500313793,14914.772279809924,14939.117751387626,15021.963312757143,15062.837631591463,15316.728022624051,15022.63646667261,15116.300740689378,15132.309233897431,15181.2875150577,15323.315423072,15397.556874033766,15354.161818671728,15432.872851604314,15438.647574947929,15698.872398828187,15893.419877923083,15856.789507118476,15971.448042442165,16008.60888931718,16278.440648126829,16331.384164764506,16017.810523399196,16166.227312848023,16210.215140256194,16308.663778280179,16495.673994561897,16882.610249906273,16558.45269422056,16678.184871550253,17000.931103957653,17263.235428671196,17370.784581405514,17429.01352636867,17462.914876476174,17626.288454987065,17805.289745049107,17847.48770675915,18562.87139858504,18849.012870931085,18933.808544683154,18964.71431308072,19157.30779845166,19194.57087119011,19389.0986087912,19546.06492151426,19745.58987736834,19791.53203865139,20142.37096827594,20320.048808204585,20262.780655197897,20310.80279100531,20949.377672459173,21162.126127072494,21242.173232968496,21457.452435013172,21150.59344088128,21346.569237251657,21284.252735553782,21222.118152849107,21354.33096058131,20944.313337416417,21783.827584141727,21998.897002712754,21934.676177006084,22005.671470609406,22139.317345530875,22167.361714843908,22509.377973232207,22533.215896979786,23241.663801193616,23625.45938927492,23834.509361003227,23880.870105704325,24029.64681427897,24324.942735242803,23857.887353253216,23950.218858602322,24319.74250092711,24398.83930875741,24534.144189068084,24741.846147091423
10000.0,10023.69967707028,10178.353546252374,10211.29751098581,10177.97383573314,10335.007973311203,10430.769419614126,10477.694111466435,10526.018935973354,10601.987493445948,10706.92959116866,10727.755747973088,10803.874960841573,10899.082493322492,11006.687978434895,10981.320306462627,11025.617053185746,11068.286875741705,11148.169098332939,11246.508196926186,11275.69129003942,11403.968690678454,11448.102757562663,11651.040059730649,11653.194833614407,11638.214506088192,11660.852114579355,11804.15018679037,11839.997905608965,11878.320063674497,11893.366597832939,11858.646592404904,11906.482321618047,11980.659151971031,11953.046719241567,11899.31810594934,11871.893144053736,11902.699022374969,12058.430629446588,12138.226890772357,12225.996947636502,12352.94944336867,12462.254565836249,12421.585089345013,12441.860916630156,12536.87119023044,12830.946472857982,12908.871978095389,13044.842001998442,13166.882482299157,13197.517932663197,13214.235524318918,13258.531220317553,13382.570861270024,13466.009529774023,13781.879454434282,13867.807762461302,13995.450049704801,14088.064472249207,14290.192837314184,14416.248037046964,14397.71577011265,14357.138574779503,14391.164529567057,14314.143194094979,14555.414029095093,14738.490936087072,14690.393161525104,14835.803696643627,14880.858165703188,15028.1539885655,15217.176983344356,15473.66882832119,15476.530569187777,15573.024816604144,16197.240850213137,16295.610692170998,16351.987553183131,16442.6682487165,16646.433180115033,16704.0237587973,16731.289836215296,16789.17398793372,16966.015496031832,16916.487034492468,17072.190021885508,17154.90476887893,17324.273323602985,17380.618275356665,17648.535646371485,17810.976566738085,17852.417453696627,17906.63299916033,18015.384401600684,18737.49792338217,18808.373716839436,18952.000843423433,19037.259827088634,19230.19329297018,19392.992890516238,19455.761595784505,19373.62117494654,19491.28195870317,19566.71443006093,19769.891581242464,19879.526420027392,20003.47280014914,20214.170735599706,20340.104077864737,20379.66781958331,20471.349419857987,20588.54490982956,21235.852047828277,21484.174243047022,21815.346781930908,21832.839444631798,21884.58256906831,21813.16415022513,21934.130050577773,21883.57734869231,21819.693172745876,21842.800705200392,21750.582426652323,21886.194608771875,21945.746298380196,22104.43334698029,22376.07067286481,23079.577906151313,23014.532550633976,23369.295134934182
10000.0,9957.780927550139,10074.222594871393,10167.567672935553,10234.851211897558,10221.69418281451,10274.094314905857,10315.538234304964,10402.867854316102,10498.618088928606,10602.537000936649,10545.792353376926,10669.1099533307,10655.394679210933,10766.03833087638,10866.759557598389,11003.440845046061,10978.08065690679,11092.45984463204,10879.477099869699,10847.716916505766,10971.125485712219,10935.322178400016,11043.28545407832,11158.344002064196,11227.859965528784,11297.864279003734,11319.839868833305,11357.785324297625,11464.042615563963,11561.095281422862,11671.649761015784,11447.546177426178,11563.561548330932,11603.567247689514,11749.516047052695,11834.475382617593,11947.64409503906,12054.72512941722,12101.377664123609,12124.916175947808,12339.851159487709,12467.985896341484,12678.138982501816,12806.890037453013,12623.741110209536,12653.112830866283,12774.109870523478,13175.7299236639,13158.792358260454,13201.383017880915,13374.10624553524,13492.447078043655,13576.504394967355,13661.085385060758,13702.572382421104,13945.474034418688,14068.488435609046,14241.373508838402,14350.125471473671,14459.707901013675,14508.178569198271,14531.860355441753,14721.991178933056,14852.258776655939,14772.769670447427,14775.501785186838,14958.606440836169,15248.076422613402,15382.581207879437,15398.871697928094,15883.014681847095,15934.422748305156,15985.997205675141,16255.44783515563,16328.575890230037,16494.39844309993,16594.57299647248,16762.751006969458,16973.59163306901,17195.66939020848,17260.713117873904,17480.18801244278,17521.61549354505,17499.091237954253,17599.2709832963,17757.00485335487,17798.320164061883,17859.895850981113,17931.939581692306,17992.049585249813,17916.0888207537,18034.647939216873,18882.920013044703,18902.91743847058,18878.617501974844,18915.338491405015,19149.74586323665,19226.99262579731,19406.8699607954,19813.036594275203,19748.378484321343,19755.767997818184,19915.70271784811,20332.518718709354,20725.981428372103,21159.75576289038,21346.987946236546,21538.310815578647,21124.76065454144,21401.15115383499,21623.376757371232,21658.67272397296,21815.283978128224,22083.368000469367,22032.4713423124,22348.582006025994,22816.31576910949,23168.022897144805,23280.271949540453,23288.98303860115,23623.121491395075,23704.84886339427,23365.85027536057,23444.17539667707,23742.274779263513,23951.707725584278,24124.572385622017,24197.835676398037,24473.121278124367
10000.0,10101.553591681632,10312.969138008144,10409.451694618348,10413.346737639382,10369.38255360319,10544.16280787475,10592.794196789348,10704.368816367385,10868.730934419937,10880.241158272223,10909.845973357867,11103.241748691813,11153.191678237696,11198.18172434668,11216.4605830364,11363.21363702593,11504.03168505753,11575.757894930028,11590.421166810414,11612.965811995005,11978.079310610952,12018.231263314832,12143.026358528654,12223.382429261825,12459.921996169287,12680.795533791557,12826.205258808814,12959.390206862776,12922.866655751011,13083.012624626042,13122.744087750983,13105.874636301487,13122.476141340438,13189.746739626178,13499.13641440116,13573.996493347311,13688.911675558003,13657.362146605856,13709.021999091607,13788.757055392127,13928.499471740828,14029.024467854006,14176.793133889849,14130.528410919063,14198.99080976152,14343.186661260097,14507.658899829612,14535.877893570092,14580.021525704939,14804.974069611115,14880.86976586085,14929.267864490932,14862.16121974436,15046.339798036326,15026.997540272376,15199.310986565493,15294.076804287968,15313.450154039783,15408.852235318876,15478.17172785607,15672.855012039003,15813.323334747485,16093.64167603279,16296.06629510551,16379.605873883804,16481.730683750677,16600.68290227816,16677.247944110186,16731.226681007553,17257.25911824502,17298.15826506708,17438.197169120947,17592.499126392187,17726.841421850353,18284.17614544496,18291.017778873884,18454.387097757746,18190.474376557995,18415.898906651244,18537.76550163878,18623.264682573707,18544.638986485057,18606.802831638113,18696.952776466656,18886.437394176945,18923.173594158357,18559.835839670253,18603.822051258016,18549.51238231032,18699.68174398151,18893.855787780423,19011.563629410473,19179.7875260871,19519.782232557394,19718.012632013346,20043.621259632746,20229.340144990845,20352.19792128602,20531.726665451723,20680.18910837374,21652.896031249977,21772.97315741213,21656.444473000513,21729.039461868535,21855.420919638695,21863.598853234256,21964.437316967982,22353.794728159868,22302.27480380929,22370.004006126343,22690.95741638096,22807.2795391751,23010.98661381435,23214.599420735773,23499.879373817697,23795.459095689108,23933.85936018772,24170.155814374837,24316.94713701703,25460.7114758941,25881.150770492164,26136.672626174266,26367.22679194029,26473.587624189782,26483.49359865822,26697.893268394353,26767.170513521123,27103.845978523128,27343.67446787352
10000.0,10153.54676288922,10269.05813620616,10071.885262145079,10118.338430425143,10185.499214641331,10505.732935605745,10534.318724870289,10561.653787349182,10699.839531149477,10747.974683281614,10803.072721145561,11142.723051722254,11144.783816126352,11201.916042316054,11253.581095821837,11328.051292281732,11434.030408040238,11636.718253620724,11735.232762527863,11845.021247705392,11916.958985675681,12022.406244837714,12137.372070609295,12263.404301976054,12754.960289465465,12938.625223662377,12973.830841041341,12919.056530618325,13050.254189800557,13238.17120581842,13356.410170938254,13512.593830836588,13633.70076313454,13595.27679729075,13733.058384343942,13873.244548611807,14014.132329830722,14197.489343675756,14298.228187748851,14316.340073746105,14385.702729946257,14606.590538553244,14741.931337432017,14798.983527007076,14940.500734720215,14956.323051875688,15049.573869980883,14986.035965025258,15299.67890638663,15434.63888224896,15733.320758375185,15993.12914148338,16005.953251794363,16141.456972845657,16346.70020602557,16309.025137061326,16598.13064496906,16837.135275600314,16596.3505687307,16834.46654364767,16920.766158447106,17716.646036355327,18087.437951366683,18366.250750057206,18649.361370082224,18838.752333052274,19005.44710828314,19279.11587034183,19192.456779522232,19290.844312197125,19743.346408386325,20047.684572942286,20251.276010270554,20415.222163075607,20604.384203973892,20652.324526249195,20834.5007167835,20982.332736110482,21256.85974809015,21453.82017991489,21635.44463048099,21572.284822126545,21695.783006720238,21713.179797060635,21837.484584838283,21873.130040921336,21979.10533846487,22231.138080012897,22456.903271932457,22671.650334737693,22968.27990883324,23174.133644595768,23461.317919123718,23552.11467614048,23791.294859846454,23935.785266390303,23865.91013157988,24109.531785582458,24675.065024799896,24694.850756097967,25102.643195124212,25189.48917182201,25476.056275449682,26277.0275508545,26328.139262337092,26602.448704693823,26778.489519122966,26716.771776295616,26839.993860634568,27076.75209234257,27344.767043864147,27805.67446166044,27840.89653248722,28310.16641909252,28447.329152736827,28653.028363983805,28708.761658627132,29120.660331331885,28997.71560450026,28915.991115068296,29171.061923207668,29133.56215871076,29403.506028660224,29777.380001393885,29962.891692005425,29968.43310772186,30084.412804533218,30397.85837004823,30447.476975219484
10000.0,10072.308795719471,10133.480413376357,10230.38313983049,10359.060132380422,10442.92290006571,10508.033228350472,10637.164520777145,10677.40028110269,10785.610594012662,10820.520049006838,11329.470654131055,11392.29875228121,11419.298132432936,11456.437918345699,11659.522975567797,11610.297551044167,11666.549433387432,11678.904564485287,11723.08077366243,11777.149523431302,12053.40414247443,12068.672459558247,12138.866837982849,12201.095096270894,12341.004132587299,12497.923523019026,12431.034790116755,12460.495941134275,12652.571002055609,12725.005125843643,12822.1775847445,12930.7279939192,12888.529695418309,13004.043438581453,13047.634545599969,13147.270712273155,13298.029472944338,13465.291091207366,13634.656513571661,13724.88339695955,13852.05453101439,13789.78993030789,13853.390677884603,13980.900267178846,13940.086177310153,13996.318073790882,14126.004249662552,14173.356303344879,14353.57457469443,14306.73294097183,14542.983711552224,14654.03887208309,14825.39639959556,15038.874559650967,15270.694606050363,15407.558556891334,15325.09749309223,15426.510813115432,15528.595232391528,15706.66046155079,15948.995716054165,15720.912126090974,15854.002736684062,15549.595142189803,15251.032379762548,15208.050275532485,15344.35277512362,15461.527461864825,15547.270070198534,15626.971046452349,15771.766420834892,15913.121239314543,16012.337575376978,16153.583983611745,16228.086932720702,16414.173180397745,16469.195449671646,16602.5234055199,16652.9431800316,16604.328662615753,16654.753919466104,16781.935274187636,16727.168897966912,16901.447084772615,17109.145867076553,17239.79711296256,17393.77727667404,17482.944122263845,17511.481636027922,17577.719943866083,17687.228320483842,17822.294000225826,17951.164861837296,18038.138241226854,18080.107666372987,18127.022980556394,18227.54721630939,18270.745914590378,18451.13105056026,18622.094343466197,18935.97748622758,19826.64421542223,20086.050519883152,20176.41122993807,20365.170811454595,20621.32240391852,21269.660071562837,21200.248398443247,21271.31416357395,21340.162373694988,21381.67133889758,21485.265519423112,21793.525153028735,22043.429860601213,22211.760974104098,22117.98497952363,22189.573583105626,22471.720345491554,22547.04823647385,22927.08810899979,22860.157638384466,22737.81035600901,22974.712630682574,23697.041262669085,24037.03432677918,24332.42103152874,24505.072682033973,24154.63024357992,24409.05260187443
10000.0,10080.955961847492,10209.138194630728,10300.322839105485,10331.603623493524,10433.60644993109,10473.985154695612,10634.80980620094,10660.013962012023,10692.38708308093,10724.858517245062,10836.599416588786,10963.317579334163,11042.442215788084,11301.462928869725,11409.534640271288,11528.00914209955,11705.710179741307,11776.801847207036,11866.733503985479,11897.525993772786,11920.667991655671,11905.343824043615,12052.880192891262,12126.080309545461,12284.734575316203,12397.805916239837,12526.542444590925,12510.43941780125,12622.564518174777,12624.898968338057,12686.066593736141,12649.032479183983,12769.990499946705,12882.985811868408,13014.494490761237,13066.992710474162,13080.830941642205,13281.682866341238,13244.250995298247,13479.028112794502,13501.03001062162,13638.137819519632,13652.580905854014,13773.385822506043,13859.19337472382,13915.098963630608,14015.527245375633,14102.843327380837,14264.559567086086,14275.997621753662,14357.72562618563,14310.870445869983,14270.538007395618,14303.741338509222,14386.935429306486,14490.76905697369,14730.058863398219,14859.994164708696,14996.768749134566,15468.269552165877,15528.13271572895,15553.479379197446,15711.106406952553,15770.534679459248,15934.293000777587,15937.239930685833,16219.754906663029,16419.076498860737,16422.113085899644,16439.504462950637,16204.406199594068,15972.670032312708,16122.10168676507,16354.251742760247,16396.688705686807,16308.933829503072,16424.654510975575,16576.84100904684,16785.343273123126,16933.408440819945,17233.582216183593,17300.27724936141,17585.961189103593,17839.19007663324,17950.327400000908,18116.650378935614,18341.160048886726,18435.18352406426,18491.16885675508,18521.352101755074,18671.293489166444,19419.69791935333,19470.089280181775,19627.711260675143,19808.368939349435,19829.346435435808,19949.774951194762,20025.23626063648,20202.429643637497,20263.781880423507,20739.106009798954,20765.376700041277,20963.94831966221,20971.792679095477,21039.671437214605,21089.534779087287,21020.710929086625,21102.06238551918,21296.290309253007,21495.52687321956,21713.37369247129,21818.574970634432,22132.751341654704,22192.97390485663,22423.42164969147,22644.805712613586,22993.86906108301,23236.065043130424,23444.31880930427,23610.668895559662,23619.503613641034,23493.09232095012,23522.85154735585,23861.568633377443,23939.17529013591,24076.22357748142,23731.91402946513,23757.04664564365,23966.402066579547
10000.0,10209.290129887157,10271.29366900016,10379.481901717863,10355.559783398463,10424.08735386296,10599.789680287793,10565.198194859764,10582.443830766251,10537.76573448748,10688.956223681036,10764.800132998793,10890.678708254296,10956.820488403891,11061.596511574897,11029.304671601294,11211.434423962126,11238.005161496378,11410.56109288439,11507.160993124362,11613.075379449896,11978.192322884111,12175.991301736743,12330.812506919337,12448.727507745503,12432.72451302918,12404.070182336238,12509.080964227627,12628.700680398302,13134.898900794666,13180.340853460746,13190.909526016681,13312.321496211456,13356.945988104844,13481.906344350578,13905.779631595942,13990.232863927977,14007.95460534791,14336.536844655877,14272.094509394496,14274.734027957447,14000.64946271126,14161.19385308573,14204.19961693556,14380.22443947261,14545.121387448626,14730.066757967305,14875.495144274155,15104.796742667144,15172.74838689663,15091.544024237886,15226.336702149621,15181.886841077985,15100.633569524916,15032.756640689813,15068.383788475861,15255.11796947992,15219.958725454266,15362.34842037943,15326.942036895553,15451.022770373318,15587.182597991234,15785.378074270684,15969.964957195478,16043.621025575401,16253.531305660961,16336.852834571444,16354.153919150904,16333.130449997509,16295.486655938152,16465.267201877316,16149.122915486394,16656.853917429235,16979.18736600379,17240.916791792843,17386.875507457702,17502.28143128398,17772.321000511485,17980.142271588316,18700.843177460476,18761.371622982064,18776.41545193824,18995.978137384678,19229.41622750902,19339.501831072816,19592.534499920097,19916.071074785013,19857.930590328102,20054.49117803577,20119.400934521822,20174.145230685477,20213.38616417551,21164.13668940658,21285.298285463086,22286.466934804503,22662.1146011476,22947.156980483738,23152.82140151621,23387.46410317093,23500.776348034156,23863.36562226397,24362.802311326803,24642.168726099408,24768.493469646895,24864.34907720429,24895.845305266175,25016.465655846427,25240.676303368644,25489.87482258833,25726.05725083559,26150.878268644596,26493.029094390477,26730.473475615054,26946.872594700784,27221.94451257543,27391.66995828874,27420.67833606626,27663.310317797288,28061.64790206898,28152.91477183238,28316.65907427092,28545.89931143743,28619.971870050274,29032.08489360643,29126.50798380383,29642.825410104244,30100.179260564157,30317.830031891313,30633.707540994707,30836.42507592409
10000.0,10076.363394701906,10121.69372732331,10236.842725997334,10286.440220812403,10310.37373197049,10417.434749800868,10437.697807267705,10543.696377389258,10966.321038287128,11008.761381583852,10983.388930934198,11140.972994511958,11587.538389165687,11695.945125736367,11799.116210666625,11853.53564820233,11927.38262324578,11963.604583467735,11978.759149438198,12180.6661153712,12196.095638047389,12349.497215105164,12389.662352872836,12439.640107816125,12554.1372325993,12574.629425536941,12686.941855020208,12744.016344268866,12764.818478010806,13064.240681896536,13474.982494052838,14015.102363149821,14020.34658044869,14163.465363884423,14236.072452559267,14247.487664798955,14350.509532305918,14145.28559280516,14105.419823421524,14158.77448294548,14237.29261499749,14906.953468534619,14620.729861666261,14717.48205245019,14872.502288909274,14970.920575308484,14936.41633542984,15088.10100800135,15165.448116189746,15226.622910786175,15418.142232797052,15468.04566085781,15526.554540428038,15652.25125612783,15797.280870236906,15861.004368877684,15873.72253477693,16372.794904795002,16393.534690933408,16544.42431240773,16678.36129075013,16848.61291498333,16970.443205925927,17025.637371119206,17198.53883368982,17204.974239763207,17223.194683904054,17256.69569370391,17436.490950994707,17101.69851056377,17189.368053881408,17729.804529003664,17809.565242778117,17734.374910249582,17890.81157957221,17894.120353154074,17954.103582139785,17973.117370644122,18015.713078407174,18174.63145944519,18224.084095262693,18200.656807509396,18250.180257530898,18363.96786653608,18438.044936570794,18653.650874297193,18796.096484731745,18913.28781366373,19109.679903464606,19047.317136480247,19235.369277733098,19405.046366338025,19562.141785666234,19720.5089860718,19796.828580257756,19843.74642469454,19907.974070101398,19923.937303642793,19834.379758375042,19957.947020539654,20142.872071092042,20254.575290257642,20146.173052546423,20436.267687421263,20592.3259649861,20939.418180901357,21040.869645230327,21242.075702025726,21568.240898135107,21781.730722136348,21854.745685477683,22031.6728812677,22190.981254640683,22422.186188367883,23476.829142411956,23515.150510375104,24066.741447813827,24159.881231476247,24567.106074708674,24598.22577839957,24646.072035611738,24650.630144766565,24761.525437048007,25051.075220105635,25127.152183409507,25224.395822457616,25481.88480978734,25734.11321955681,26035.035992624515
10000.0,10062.348758970877,10143.809471193617,10620.930528707171,10716.120862301455,10810.942500534582,10923.20133206694,10874.10184521067,10917.966091206226,10919.985288469,10945.865300963895,10971.80664825266,11083.806134897288,11037.011333474342,10879.17310891019,10986.85888464265,11130.607893800834,11160.893949384837,11199.506565925678,11280.335829429143,11219.963610879966,11277.481236114605,11542.015220034102,11648.25041216536,11752.288730810595,11805.158514914505,12176.314582785146,12232.473720386823,12421.206369156585,12243.573031560341,12215.354647879289,12335.95554832301,12417.588321516003,12915.324491613259,13522.805664940553,13554.85427767488,13697.628476943823,13794.820538575812,13934.624405408278,14014.39809796113,14229.584644139408,14377.840826994136,14479.859362110947,14560.158085058913,14571.8331657624,14605.737521805897,14736.64177951979,14891.863826683331,15155.847714078445,15346.47683096846,15434.333172758914,15389.276112831583,15482.738985493948,15572.790417665874,15623.438898462935,15761.68295993102,15781.648636876904,15902.162663267367,16063.32342828832,16094.568360803207,16107.473810277208,16159.608376711667,16362.86272000251,16563.94293786225,16525.76717855679,16730.561909224034,16878.602353072914,16998.36513996139,17157.392642608796,17461.536923007374,17506.84713387474,17591.667794227902,17809.671644153925,17816.335725921104,17858.55986624911,18035.32999881429,17777.410134420585,17831.397892093708,17808.47540735988,17827.334972440985,17849.91725707205,17879.053783268613,18103.93518204168,18216.81097115063,18496.524206629132,18627.767021667827,18699.85763660522,18813.42648807557,19059.576133295042,19194.81410542612,19364.133452858234,19319.50395246522,19382.338133026413,19561.929744096666,19577.61550156881,19513.725667735835,19891.343585272924,19955.72528694953,20146.554509466456,20333.22714705215,20403.572686256037,20508.16884074604,20696.930440477365,20750.63603848401,20933.679444559202,20955.848669090825,21257.602220611312,21562.595457298838,21836.770013836798,22151.20838421549,22524.57621145128,22723.885013985448,22800.058191059143,22735.800608148227,22861.883031214507,23102.68879545927,23386.593499399492,23424.767575185393,23089.77437701031,23224.070204972308,23336.590806529526,23449.656570311243,23689.029135109944,23908.52540423216,24251.552734962454,24600.76274707975,24605.31247661601,24822.35836354263,25204.988077272512,25349.282958223466
