symbol,id,state,settlement_time,strike_price,contract_type,settlement_dt,underlying_asset_symbol,source,product_id,mark_price,spot_price,oi,oi_value_usd,spot_ref,moneyness_dev
C-ETH-2340-150526,134286.0,expired,2026-05-15T12:00:00Z,2340,call_options,2026-05-15 12:00:00+00:00,ETH,settled,,,,,,2257.05203692,0.03675057629295597
C-ETH-2360-150526,134285.0,expired,2026-05-15T12:00:00Z,2360,call_options,2026-05-15 12:00:00+00:00,ETH,settled,,,,,,2257.05203692,0.0456116923296479
P-ETH-2220-150526,134283.0,expired,2026-05-15T12:00:00Z,2220,put_options,2026-05-15 12:00:00+00:00,ETH,settled,,,,,,2257.05203692,0.016416119927195615
P-ETH-2240-150526,134282.0,expired,2026-05-15T12:00:00Z,2240,put_options,2026-05-15 12:00:00+00:00,ETH,settled,,,,,,2257.05203692,0.007555003890503684
P-ETH-2260-150526,134281.0,expired,2026-05-15T12:00:00Z,2260,put_options,2026-05-15 12:00:00+00:00,ETH,settled,,,,,,2257.05203692,0.0013061121461882472
P-ETH-2280-150526,134280.0,expired,2026-05-15T12:00:00Z,2280,put_options,2026-05-15 12:00:00+00:00,ETH,settled,,,,,,2257.05203692,0.010167228182880178
P-ETH-2320-150526,134279.0,expired,2026-05-15T12:00:00Z,2320,put_options,2026-05-15 12:00:00+00:00,ETH,settled,,,,,,2257.05203692,0.027889460256264043
P-ETH-2340-150526,134278.0,expired,2026-05-15T12:00:00Z,2340,put_options,2026-05-15 12:00:00+00:00,ETH,settled,,,,,,2257.05203692,0.03675057629295597
P-ETH-2360-150526,134277.0,expired,2026-05-15T12:00:00Z,2360,put_options,2026-05-15 12:00:00+00:00,ETH,settled,,,,,,2257.05203692,0.0456116923296479
C-ETH-2180-080526,133870.0,expired,2026-05-08T12:00:00Z,2180,call_options,2026-05-08 12:00:00+00:00,ETH,settled,,,,,,2294.36854383,0.04984750341768719
P-ETH-2180-080526,133869.0,expired,2026-05-08T12:00:00Z,2180,put_options,2026-05-08 12:00:00+00:00,ETH,settled,,,,,,2294.36854383,0.04984750341768719
C-ETH-2220-080526,133761.0,expired,2026-05-08T12:00:00Z,2220,call_options,2026-05-08 12:00:00+00:00,ETH,settled,,,,,,2294.36854383,0.03241351265470897
P-ETH-2220-080526,133760.0,expired,2026-05-08T12:00:00Z,2220,put_options,2026-05-08 12:00:00+00:00,ETH,settled,,,,,,2294.36854383,0.03241351265470897
