close,high,low,open,time,volume,timestamp
2.613,2.616,0.0,0.0,1770292800,,2026-02-05 12:00:00+00:00
2.784,2.974,2.554,2.613,1770296400,,2026-02-05 13:00:00+00:00
63.308,63.324,2.773,2.778,1770300000,,2026-02-05 14:00:00+00:00
0.402,63.384,0.402,63.308,1770303600,,2026-02-05 15:00:00+00:00
0.323,0.45,0.318,0.402,1770307200,,2026-02-05 16:00:00+00:00
0.288,0.323,0.288,0.323,1770310800,,2026-02-05 17:00:00+00:00
0.261,0.289,0.261,0.288,1770314400,,2026-02-05 18:00:00+00:00
0.077,0.261,0.077,0.261,1770318000,,2026-02-05 19:00:00+00:00
0.077,0.077,0.077,0.077,1770321600,,2026-02-05 20:00:00+00:00
0.077,0.077,0.077,0.077,1770325200,,2026-02-05 21:00:00+00:00
0.077,0.077,0.077,0.077,1770328800,,2026-02-05 22:00:00+00:00
0.077,0.077,0.077,0.077,1770332400,,2026-02-05 23:00:00+00:00
0.027,0.077,0.027,0.077,1770336000,,2026-02-06 00:00:00+00:00
0.027,0.027,0.027,0.027,1770339600,,2026-02-06 01:00:00+00:00
0.027,0.027,0.027,0.027,1770343200,,2026-02-06 02:00:00+00:00
0.027,0.027,0.027,0.027,1770346800,,2026-02-06 03:00:00+00:00
0.027,0.027,0.027,0.027,1770350400,,2026-02-06 04:00:00+00:00
0.027,0.027,0.027,0.027,1770354000,,2026-02-06 05:00:00+00:00
0.027,0.027,0.027,0.027,1770357600,,2026-02-06 06:00:00+00:00
0.027,0.027,0.027,0.027,1770361200,,2026-02-06 07:00:00+00:00
0.027,0.027,0.027,0.027,1770364800,,2026-02-06 08:00:00+00:00
0.018,0.027,0.017,0.027,1770368400,,2026-02-06 09:00:00+00:00
0.018,0.018,0.018,0.018,1770372000,,2026-02-06 10:00:00+00:00
0.015,0.016,0.015,0.016,1770375600,,2026-02-06 11:00:00+00:00
