close,high,low,open,time,volume,timestamp
1107.07503465,1108.04939528,0.1,0.1,1770141600,,2026-02-03 18:00:00+00:00
765.77088086,1163.65758815,724.73920237,1107.07503465,1770145200,,2026-02-03 19:00:00+00:00
557.88525079,788.79742994,533.01946007,765.77088086,1770148800,,2026-02-03 20:00:00+00:00
564.09284434,578.89001165,511.31034824,557.88525079,1770152400,,2026-02-03 21:00:00+00:00
618.69646566,645.71120352,555.25079021,564.09284434,1770156000,,2026-02-03 22:00:00+00:00
606.12332363,655.33894029,585.10275294,618.69646566,1770159600,,2026-02-03 23:00:00+00:00
556.70545325,639.30867751,528.34837621,606.12332363,1770163200,,2026-02-04 00:00:00+00:00
504.0209859,556.70545325,475.20252758,556.70545325,1770166800,,2026-02-04 01:00:00+00:00
540.34598527,576.79986969,483.486612,504.0209859,1770170400,,2026-02-04 02:00:00+00:00
470.55459926,544.43045186,452.10981693,540.34598527,1770174000,,2026-02-04 03:00:00+00:00
481.47677136,486.55843499,452.26058346,470.55459926,1770177600,,2026-02-04 04:00:00+00:00
497.23729747,521.25705311,468.44018943,481.47677136,1770181200,,2026-02-04 05:00:00+00:00
476.20469952,503.07054061,464.83665318,497.23729747,1770184800,,2026-02-04 06:00:00+00:00
486.71206742,502.48471899,469.79588844,476.20469952,1770188400,,2026-02-04 07:00:00+00:00
477.16223605,533.77544574,473.99334453,486.71206742,1770192000,,2026-02-04 08:00:00+00:00
517.74127709,525.40101861,475.74539033,477.16223605,1770195600,,2026-02-04 09:00:00+00:00
518.97321478,526.94425476,493.81461236,517.74127709,1770199200,,2026-02-04 10:00:00+00:00
551.43496345,576.45604681,518.96174264,518.97321478,1770202800,,2026-02-04 11:00:00+00:00
549.52685666,560.05325314,527.54074566,551.43496345,1770206400,,2026-02-04 12:00:00+00:00
684.59087423,692.79852924,541.76457105,549.52685666,1770210000,,2026-02-04 13:00:00+00:00
774.24712247,786.55666743,578.21634972,684.59087423,1770213600,,2026-02-04 14:00:00+00:00
825.30502525,878.08190959,669.94833149,774.24712247,1770217200,,2026-02-04 15:00:00+00:00
923.03671113,1004.04800191,808.52918281,825.30502525,1770220800,,2026-02-04 16:00:00+00:00
1178.59714731,1238.03799716,887.35149753,923.03671113,1770224400,,2026-02-04 17:00:00+00:00
925.29737874,1235.35030282,839.96327799,1178.59714731,1770228000,,2026-02-04 18:00:00+00:00
823.77389362,964.53257344,803.31459175,925.29737874,1770231600,,2026-02-04 19:00:00+00:00
866.75832538,882.45614172,785.64910641,823.77389362,1770235200,,2026-02-04 20:00:00+00:00
949.62170285,1069.03277833,831.01858178,866.75832538,1770238800,,2026-02-04 21:00:00+00:00
1020.73404638,1121.65978889,841.67330273,949.62170285,1770242400,,2026-02-04 22:00:00+00:00
913.59109544,1030.16433632,859.52583024,1020.73404638,1770246000,,2026-02-04 23:00:00+00:00
948.80251053,974.36928109,881.00128381,913.59109544,1770249600,,2026-02-05 00:00:00+00:00
1027.41554732,1094.88274703,866.07671972,948.80251053,1770253200,,2026-02-05 01:00:00+00:00
1224.76412756,1259.85127627,950.36411493,1027.41554732,1770256800,,2026-02-05 02:00:00+00:00
1277.33201504,1296.98032897,1143.06915187,1224.76412756,1770260400,,2026-02-05 03:00:00+00:00
1364.15913161,1425.91100189,1226.31449282,1277.33201504,1770264000,,2026-02-05 04:00:00+00:00
1353.72759999,1534.60634858,1268.334885,1364.15913161,1770267600,,2026-02-05 05:00:00+00:00
1271.14790625,1408.62321073,918.5952687,1353.72759999,1770271200,,2026-02-05 06:00:00+00:00
1370.09718121,1394.50547711,1135.12830033,1271.14790625,1770274800,,2026-02-05 07:00:00+00:00
1262.2531916,1400.21551375,1195.48826985,1370.09718121,1770278400,,2026-02-05 08:00:00+00:00
1177.21591345,1265.96895922,1075.73980596,1262.2531916,1770282000,,2026-02-05 09:00:00+00:00
1301.30819257,1346.27278154,1128.44438591,1177.21591345,1770285600,,2026-02-05 10:00:00+00:00
1435.15824025,1564.40094827,1258.33951881,1301.30819257,1770289200,,2026-02-05 11:00:00+00:00
1710.53932484,1829.65993481,1352.95784772,1435.15824025,1770292800,,2026-02-05 12:00:00+00:00
1624.85973741,1789.70181707,1623.72902027,1710.53932484,1770296400,,2026-02-05 13:00:00+00:00
1746.98629876,1784.46658593,1359.21522649,1624.85973741,1770300000,,2026-02-05 14:00:00+00:00
2731.57855986,3118.61142474,1695.2459231,1746.98629876,1770303600,,2026-02-05 15:00:00+00:00
2365.12216939,2978.16027918,2251.53411717,2731.57855986,1770307200,,2026-02-05 16:00:00+00:00
3180.16361444,3187.07560883,2337.44290505,2365.12216939,1770310800,,2026-02-05 17:00:00+00:00
