close,high,low,open,time,volume,timestamp
491.49230344,497.68575399,486.33056313,490.17973857,1772323200,,2026-03-01 00:00:00+00:00
455.88013733,505.38505232,448.12941401,491.49230344,1772326800,,2026-03-01 01:00:00+00:00
442.75032796,458.82548973,426.82005848,455.88013733,1772330400,,2026-03-01 02:00:00+00:00
449.34882901,453.60853963,437.95923335,442.75032796,1772334000,,2026-03-01 03:00:00+00:00
454.41484402,466.50325589,444.60552677,449.34882901,1772337600,,2026-03-01 04:00:00+00:00
457.5109366,458.70888181,449.24143,454.41484402,1772341200,,2026-03-01 05:00:00+00:00
466.84303667,473.8499079,456.20969229,457.5109366,1772344800,,2026-03-01 06:00:00+00:00
460.14399502,471.00698046,459.20896888,466.84303667,1772348400,,2026-03-01 07:00:00+00:00
475.85676413,479.00898135,457.94805659,460.14399502,1772352000,,2026-03-01 08:00:00+00:00
480.05485718,484.04957504,469.33963274,475.85676413,1772355600,,2026-03-01 09:00:00+00:00
476.96339489,486.32730569,471.04254772,480.05485718,1772359200,,2026-03-01 10:00:00+00:00
477.70402381,478.8298013,473.37940676,476.96339489,1772362800,,2026-03-01 11:00:00+00:00
481.37392041,482.92156586,474.13095233,477.70402381,1772366400,,2026-03-01 12:00:00+00:00
460.73537994,488.16799277,448.43123471,481.37392041,1772370000,,2026-03-01 13:00:00+00:00
464.72381956,470.68442479,446.14681443,460.73537994,1772373600,,2026-03-01 14:00:00+00:00
470.5535366,471.06385788,453.89472414,464.72381956,1772377200,,2026-03-01 15:00:00+00:00
484.99552341,494.42296535,459.46827666,470.5535366,1772380800,,2026-03-01 16:00:00+00:00
494.04989009,500.83771232,483.57218827,484.99552341,1772384400,,2026-03-01 17:00:00+00:00
483.38361475,494.22700309,468.3656053,494.04989009,1772388000,,2026-03-01 18:00:00+00:00
500.524399,505.10800983,482.81216044,483.38361475,1772391600,,2026-03-01 19:00:00+00:00
532.15327796,536.42493863,499.45218226,500.524399,1772395200,,2026-03-01 20:00:00+00:00
519.37456671,533.16915317,517.14621115,532.15327796,1772398800,,2026-03-01 21:00:00+00:00
522.07760902,530.32938878,488.10041156,519.37456671,1772402400,,2026-03-01 22:00:00+00:00
510.09308142,526.70492271,504.51181347,522.07760902,1772406000,,2026-03-01 23:00:00+00:00
493.78135297,511.89028918,488.77587196,510.09308142,1772409600,,2026-03-02 00:00:00+00:00
491.45939413,494.76531427,473.0436898,493.78135297,1772413200,,2026-03-02 01:00:00+00:00
497.85103115,509.94000592,489.47999527,491.45939413,1772416800,,2026-03-02 02:00:00+00:00
485.0429393,503.55324062,479.6824035,497.85103115,1772420400,,2026-03-02 03:00:00+00:00
484.02677269,488.08110757,478.99202493,485.0429393,1772424000,,2026-03-02 04:00:00+00:00
485.1237865,491.37262145,475.88896166,484.02677269,1772427600,,2026-03-02 05:00:00+00:00
506.31202206,510.95753141,484.85553132,485.1237865,1772431200,,2026-03-02 06:00:00+00:00
508.13171704,519.89650094,505.02075461,506.31202206,1772434800,,2026-03-02 07:00:00+00:00
500.59824895,524.41288922,499.33002763,508.13171704,1772438400,,2026-03-02 08:00:00+00:00
501.99792445,502.54758124,487.72721446,500.59824895,1772442000,,2026-03-02 09:00:00+00:00
498.60758508,505.00223077,495.76757091,501.99792445,1772445600,,2026-03-02 10:00:00+00:00
502.15803261,511.20013634,496.94555932,498.60758508,1772449200,,2026-03-02 11:00:00+00:00
509.3025817,514.45009162,501.03378233,502.15803261,1772452800,,2026-03-02 12:00:00+00:00
517.14764723,520.90498457,503.73394894,509.3025817,1772456400,,2026-03-02 13:00:00+00:00
476.5121907,521.50260907,472.17919901,517.14764723,1772460000,,2026-03-02 14:00:00+00:00
430.48499238,480.66464275,418.29002264,476.5121907,1772463600,,2026-03-02 15:00:00+00:00
418.72783961,433.47959085,401.82741206,430.48499238,1772467200,,2026-03-02 16:00:00+00:00
434.96875865,446.01688663,417.68664444,418.72783961,1772470800,,2026-03-02 17:00:00+00:00
442.56322986,446.87822659,434.72270229,434.96875865,1772474400,,2026-03-02 18:00:00+00:00
433.29662763,450.41972367,429.2317423,442.56322986,1772478000,,2026-03-02 19:00:00+00:00
440.1650098,445.96435147,424.26651131,433.29662763,1772481600,,2026-03-02 20:00:00+00:00
434.39200497,444.61569033,430.92025831,440.1650098,1772485200,,2026-03-02 21:00:00+00:00
426.34661562,435.42896346,423.5798024,434.39200497,1772488800,,2026-03-02 22:00:00+00:00
444.93323782,446.79566239,425.18075126,426.34661562,1772492400,,2026-03-02 23:00:00+00:00
