close,high,low,open,time,volume,timestamp
185.94551919,194.71569074,61.60502623,61.60502623,1765983600,,2025-12-17 15:00:00+00:00
222.75585168,250.63615734,168.15870271,185.94551919,1765987200,,2025-12-17 16:00:00+00:00
236.88804179,242.84007018,209.24370391,222.75585168,1765990800,,2025-12-17 17:00:00+00:00
268.539392,275.74030097,222.60042007,236.88804179,1765994400,,2025-12-17 18:00:00+00:00
263.04157859,290.97331248,262.24486065,268.539392,1765998000,,2025-12-17 19:00:00+00:00
259.0632828,276.82395677,249.44036984,263.04157859,1766001600,,2025-12-17 20:00:00+00:00
262.94609128,269.42000168,251.02609669,259.0632828,1766005200,,2025-12-17 21:00:00+00:00
246.83015838,268.05291952,244.14000224,262.94609128,1766008800,,2025-12-17 22:00:00+00:00
247.7316355,262.67778052,245.73702128,246.83015838,1766012400,,2025-12-17 23:00:00+00:00
245.10106086,255.09235592,242.80902921,247.7316355,1766016000,,2025-12-18 00:00:00+00:00
253.5373697,259.62325929,245.02896817,245.10106086,1766019600,,2025-12-18 01:00:00+00:00
244.02353878,259.04021539,234.02220539,253.5373697,1766023200,,2025-12-18 02:00:00+00:00
249.23983745,258.52037704,242.92479951,244.02353878,1766026800,,2025-12-18 03:00:00+00:00
242.92225079,249.57948702,239.51451817,249.23983745,1766030400,,2025-12-18 04:00:00+00:00
255.41612575,258.0680732,242.92225079,242.92225079,1766034000,,2025-12-18 05:00:00+00:00
249.89106791,257.3660813,248.30876595,255.41612575,1766037600,,2025-12-18 06:00:00+00:00
245.22660826,252.55667716,242.20532178,249.89106791,1766041200,,2025-12-18 07:00:00+00:00
239.80158319,249.79586975,230.22719526,245.22660826,1766044800,,2025-12-18 08:00:00+00:00
229.39295126,246.62490659,224.81390426,239.80158319,1766048400,,2025-12-18 09:00:00+00:00
222.72863197,232.20169999,218.20814904,229.39295126,1766052000,,2025-12-18 10:00:00+00:00
223.31828746,231.6775869,222.5330069,222.72863197,1766055600,,2025-12-18 11:00:00+00:00
211.42626703,227.65920022,207.92012942,223.31828746,1766059200,,2025-12-18 12:00:00+00:00
130.43605128,211.67133263,118.66196146,211.42626703,1766062800,,2025-12-18 13:00:00+00:00
138.20452633,161.81688432,108.87765467,130.43605128,1766066400,,2025-12-18 14:00:00+00:00
123.59222697,152.46948237,98.68619016,138.20452633,1766070000,,2025-12-18 15:00:00+00:00
140.90607147,154.58158046,121.41086479,123.59222697,1766073600,,2025-12-18 16:00:00+00:00
234.94536363,282.55390664,140.10860787,140.90607147,1766077200,,2025-12-18 17:00:00+00:00
252.61008977,261.1851535,213.68997835,234.94536363,1766080800,,2025-12-18 18:00:00+00:00
298.11000005,304.0600001,247.02518594,252.61008977,1766084400,,2025-12-18 19:00:00+00:00
299.24024392,300.38000001,265.61,298.11000005,1766088000,,2025-12-18 20:00:00+00:00
251.18,299.24024392,248.02704259,299.24024392,1766091600,,2025-12-18 21:00:00+00:00
250.68,263.62,241.67,251.18,1766095200,,2025-12-18 22:00:00+00:00
251.5,256.48,246.17,250.68,1766098800,,2025-12-18 23:00:00+00:00
249.07,265.7,238.59,251.5,1766102400,,2025-12-19 00:00:00+00:00
259.16,271.16,246.36,249.07,1766106000,,2025-12-19 01:00:00+00:00
243.98,267.79,238.8,259.16,1766109600,,2025-12-19 02:00:00+00:00
170.95001013,245.35,145.13075873,243.98,1766113200,,2025-12-19 03:00:00+00:00
158.64016525,173.08012433,146.26880903,170.95001013,1766116800,,2025-12-19 04:00:00+00:00
157.07000347,170.48002027,151.11070505,158.64016525,1766120400,,2025-12-19 05:00:00+00:00
132.24079732,164.12,130.17000022,157.07000347,1766124000,,2025-12-19 06:00:00+00:00
128.15,133.57423582,96.08063679,132.24079732,1766127600,,2025-12-19 07:00:00+00:00
129.36,141.79,115.81670049,128.15,1766131200,,2025-12-19 08:00:00+00:00
124.95,134.06,119.49,129.36,1766134800,,2025-12-19 09:00:00+00:00
125.51,131.3,115.42035728,124.95,1766138400,,2025-12-19 10:00:00+00:00
113.27332912,129.83,110.86783889,125.51,1766142000,,2025-12-19 11:00:00+00:00
