close,high,low,open,time,volume,timestamp
6.81,8.7,0.0,0.0,1770303600,,2026-02-05 15:00:00+00:00
6.36,21.54,5.06,6.81,1770307200,,2026-02-05 16:00:00+00:00
4.45,7.35,2.73,6.13,1770310800,,2026-02-05 17:00:00+00:00
112.58,116.97,24.45,24.45,1770314400,,2026-02-05 18:00:00+00:00
112.85,128.93,99.37,113.05,1770318000,,2026-02-05 19:00:00+00:00
161.94,164.24,111.64,112.85,1770321600,,2026-02-05 20:00:00+00:00
125.42,161.94,124.92,161.94,1770325200,,2026-02-05 21:00:00+00:00
624.2,624.2,122.19,125.43,1770328800,,2026-02-05 22:00:00+00:00
90.1,624.29,89.25,624.2,1770332400,,2026-02-05 23:00:00+00:00
84.94,90.1,84.94,90.1,1770336000,,2026-02-06 00:00:00+00:00
130.17,131.38,84.94,84.94,1770339600,,2026-02-06 01:00:00+00:00
146.89,198.51,129.5,130.17,1770343200,,2026-02-06 02:00:00+00:00
269.72,269.72,124.9,146.93,1770346800,,2026-02-06 03:00:00+00:00
171.55,272.23,152.24,269.63,1770350400,,2026-02-06 04:00:00+00:00
189.26,216.35,167.1,171.55,1770354000,,2026-02-06 05:00:00+00:00
199.18,216.92,189.26,189.26,1770357600,,2026-02-06 06:00:00+00:00
182.6,203.93,145.6,199.33,1770361200,,2026-02-06 07:00:00+00:00
259.73,263.72,163.99,182.6,1770364800,,2026-02-06 08:00:00+00:00
518.47,568.24,258.73,259.73,1770368400,,2026-02-06 09:00:00+00:00
571.47,616.81,479.89,518.47,1770372000,,2026-02-06 10:00:00+00:00
2182.3,2204.75,571.49,571.49,1770375600,,2026-02-06 11:00:00+00:00
