entry_t,entry_px,side,z_entry,funding_entry,notional,peak_ret,exit_t,exit_px,z_exit,ret,pnl_pct,pnl_usd,exit_reason,equity_after
2026-04-24 17:00:00+00:00,4710.311487352686,1,-1.4975474326673381,-0.07390279,10000.0,0.0,2026-04-24 21:00:00+00:00,4683.790946651554,-0.28817946258419763,-0.0056303156961785,-0.0066303156961785,-66.30315696178499,signal_collapse,9933.696843038215
